"""Kernel""","""Salinity""","""Species""","""Day 0""","""Day 1""","""Day 2""","""Day 3""","""Day 4""","""Day 5""","""Day 6""","""Day 7""","""Day 8""","""Day 9""","""Day 10"""
2,HS,I,1.600896861,3.06043956,3.768595041,4.425339367,2.99,3.4,4.126315789,4.170212766,2.465517241,2.454545455,1.181818182
2,HS,I,1.48,3.415525114,2.902439024,3.147727273,3.265486726,3.818181818,4.565217391,4.049382716,4.721153846,5.121495327,4.431192661
2,HS,I,1.704663212,3.618811881,3.432160804,3.761732852,3.814569536,4.402930403,5.320652174,4.601626016,4.550387597,4.980582524,4.573770492
2,HS,I,1.570680628,3.850299401,4.036630037,4.511494253,4.26744186,4.879770992,6.093167702,6.630081301,6.576519916,6.590277778,6.830232558
2,HS,I,1.680555556,3.167883212,3.996688742,4.267361111,4.819796954,4.865909091,5.907239819,6.286995516,5.967647059,5.9625,5.944805195
2,HS,I,1.531100478,3.496062992,4.547826087,4.406143345,4.309904153,5.50117096,6.057803468,6.404692082,7.046575342,7.209809264,7.307901907
2,HS,I,1.449494949,3.890951276,4.442822384,4.039906103,3.691304348,5.597122302,5.1640625,5.379032258,5.441964286,5.412556054,5.50462963
2,HS,I,1.449438202,3.40776699,3.55952381,3.727891156,3.600823045,4.511705686,4.48019802,4.767772512,5.11440678,4.879396985,4.531073446
2,HS,I,1.648401826,2.964705882,4.406417112,3.143712575,3.932748538,4.930735931,5.916267943,6.400552486,6.3125,6.907643312,6.534050179
2,HS,I,1.566964286,2.931937173,3.570247934,3.177083333,4.378980892,5.224691358,5.756906077,6.054913295,6.473684211,6.531746032,6.578947368
2,HS,I,1.665289256,3.294478528,4.155339806,4.580204778,4.832599119,5.28,6.164251208,6.35046729,5.886597938,6.304347826,6.121387283
2,HS,I,1.497382199,4.466494845,3.445945946,3.931596091,3.855932203,5.219020173,6.125786164,6.227424749,6.328467153,6.129310345,5.985
2,HS,I,1.64978903,3.697278912,2.679144385,3.598930481,3.678571429,3.444444444,5.302325581,5.479591837,5.323529412,5.64137931,6.215189873
2,HS,I,1.420512821,3.392670157,3.066985646,3.430379747,3.46350365,5.245901639,5.627009646,5.879084967,5.695652174,5.71641791,6.217391304
2,HS,I,1.653409091,3.838196286,4.282296651,4.857142857,4.660714286,5.505263158,6.427895981,5.954154728,6.215873016,6.411184211,6.212121212
2,HS,I,1.62755102,3.637614679,4.0997151,4.613989637,5.366754617,5.673972603,5.657492355,5.733108108,5.4875,5.649746193,5.131782946
2,HS,I,1.658536585,3.118881119,3.934466019,3.909333333,4.005494505,5.22970639,6.404074703,6.512437811,6.614601019,6.476683938,6.101626016
2,HS,I,1.548837209,3.405904059,3.117318436,3.393782383,3.5125,4.220689655,4.528735632,4.196969697,3.655172414,3.433333333,2.733333333
2,HS,I,1.516746411,3.40625,3.620915033,4.909433962,3.463114754,3.552036199,5.327868852,5.165829146,5.421621622,5.118343195,4.420634921
2,HS,I,1.576271186,3.620833333,3.533333333,4.02006689,4.036312849,5.778823529,5.784688995,6.189125296,6.16,6.283783784,6.3454039
2,HS,I,1.691964286,3.191666667,3.581818182,3.751072961,3.572139303,4.555555556,5.751131222,5.95631068,6.03626943,5.680722892,5.782312925
2,HS,I,1.54,3.525179856,3.35483871,3.612068966,4.18359375,4.340163934,5.416,5.15625,4.951515152,5.803571429,5.459259259
2,HS,I,1.468292683,3.816666667,3.653136531,3.330316742,3.515418502,3.108695652,5.18487395,5.795454545,5.391061453,6.238888889,5.984210526
2,HS,I,1.546558704,3.526086957,4.452830189,5.089588378,4.47715736,5.301745636,5.536931818,5.970967742,5.876582278,5.868501529,6.101639344
2,HS,I,1.459893048,2.859223301,3.579234973,3.179012346,3.558139535,4.422360248,5.202380952,5.046783626,5.452054795,5.545454545,4.945054945
2,HS,I,1.298850575,2.62195122,4.057553957,3.658227848,3.886666667,4.725806452,5.513513514,5.288461538,5.509090909,4.821917808,4.612612613
2,HS,I,1.494845361,4.031862745,3.799479167,3.649717514,4.917127072,5.826589595,5.821086262,6.032786885,5.812286689,6.003875969,6.28125
2,HS,I,1.543778802,3.430340557,4.046391753,4.04,4.280769231,5.52734375,5.75,5.703517588,5.205298013,3.945736434,4.407407407
2,HS,I,1.647342995,2.93359375,3.940983607,4.147757256,3.978395062,5.046583851,5.036231884,4.708661417,5.15,5.188073394,4.863207547
2,HS,I,1.605263158,3.518828452,3.346938776,3.949152542,3.263888889,4.131386861,4.774647887,3.516853933,4.925,4.756521739,4.676767677
2,HS,I,1.517948718,3.727272727,3.478947368,5.21978022,4.089285714,4.090909091,4.315789474,4.75,4.24,4.142857143,4.866666667
2,HS,II,1.550925926,3.600877193,3.517985612,4.307692308,5.246987952,5.773584906,6.036363636,6.215116279,5.664179104,5.76056338,4.679012346
2,HS,II,1.686098655,2.723404255,3.512195122,4,5.280701754,5.770642202,5.182795699,5.230769231,5.090909091,5.156862745,5.581196581
2,HS,II,1.527093596,3.532338308,3.663157895,4.530612245,4.974910394,4.615044248,4.137566138,4.219178082,3.702479339,3.904761905,4.027027027
2,HS,II,1.744897959,3.677631579,3.439516129,3.88372093,4.462121212,3.934579439,4.417910448,3.666666667,4.216216216,2.555555556,2.454545455
2,HS,II,1.373134328,2.558333333,4.047619048,4.258823529,3.88976378,3.711340206,4.455555556,4.472972973,4.773333333,4.052631579,5.423728814
2,HS,II,1.488038278,2.856481481,3.752336449,4.789237668,5.495614035,5.675531915,6.011299435,5.776923077,6.011363636,5.927835052,5.720588235
2,HS,II,1.708333333,3.947136564,3.615384615,4.164179104,5.203296703,5.397163121,4.603305785,4.788461538,4.253968254,2.911764706,2.5
2,HS,II,1.515625,3.441489362,3.617088608,4.443262411,4.663157895,4.80794702,4.972477064,4.614457831,4.810344828,4.88,2.5
2,HS,II,1.729166667,3.98,2.955357143,4.114754098,4.771084337,4.435483871,5.309090909,5.464285714,4.934782609,4.105263158,4.703703704
2,HS,II,1.670050761,3.503521127,3.726829268,3.888888889,5.338129496,4.767123288,5.364864865,5.553846154,5.509090909,5.52,5.236842105
2,HS,II,1.633484163,3.134078212,4.383050847,5.428571429,5.546816479,5.691666667,5.435406699,5.590673575,5.237804878,5.286885246,4.5
2,HS,II,1.43715847,3.092664093,3.187234043,5.112676056,5.161825726,5.268292683,4.892857143,4.554744526,3.588235294,4.34375,3.653061224
2,HS,II,1.579439252,3.18627451,3.71641791,5.488888889,5.796116505,5.856435644,6.244047619,6.074829932,4.831683168,5.5,5.873684211
2,HS,II,1.631578947,3.524163569,3.635087719,4.960244648,5.927444795,5.805280528,5.875457875,5.350649351,6.071428571,6.145390071,6.137546468
2,HS,II,1.608870968,3.546428571,3.659919028,4.450413223,4.194092827,5.096899225,4.743842365,4.763736264,3.778761062,5.187919463,5.223684211
2,HS,II,1.43814433,3.300675676,3.888888889,4.023952096,4.058394161,4.886956522,3.650793651,2.631578947,2.8,1,2.533333333
2,HS,II,1.628318584,3.430412371,4.096997691,4.869135802,5.231671554,5.755775578,6.098901099,6.111969112,5.748743719,5.405594406,5.172413793
2,HS,II,1.559808612,3.717391304,4.384848485,4.275280899,4.668965517,5.317391304,5.368421053,4.694214876,4.458333333,4.446428571,4.071428571
2,HS,II,1.552763819,4.086021505,3.331632653,3.727272727,4.567901235,4.757062147,5.383561644,5.214814815,5.13559322,5.119266055,2.193548387
2,HS,II,1.507772021,3.77443609,3.93018018,4.219931271,4.8,5.298701299,4.883248731,5.201342282,4.968503937,5.146341463,5.570175439
2,HS,II,1.484375,3.114457831,4.040462428,4.385714286,4.987804878,5.701357466,5.256544503,5.461928934,5.484210526,5.74556213,5.924855491
2,HS,II,1.570754717,2.86,3.967479675,3.288135593,3.739583333,3.112903226,3.111111111,2.933333333,2.37037037,2.615384615,2.625
2,HS,II,1.555555556,2.579831933,3,4.322981366,4.153284672,4.578571429,4.565656566,4.722891566,4.805555556,4.444444444,3.854545455
2,HS,II,1.647058824,4.30749354,4.118055556,4.551181102,6.562929062,6.306849315,6.167721519,5.906367041,6.142322097,6.112970711,5.832512315
2,HS,II,1.521052632,3.108695652,3.140468227,4.182098765,4.444897959,3.553030303,3,3.16,2.939393939,2.621621622,2.592592593
2,HS,II,1.527522936,3.306569343,3.482084691,4.587248322,5.511312217,5.678733032,5.81,5.899038462,5.282352941,5.397515528,5.230769231
2,HS,II,1.619246862,3.710344828,4.355932203,4.485915493,5.699690402,5.455737705,5.848591549,5.926356589,6.016326531,5.903930131,6.017094017
2,HS,II,1.484848485,3.533039648,3.300813008,4.311926606,4.447916667,3.875,4.666666667,5.035714286,4.9,5.333333333,4.28
2,HS,II,1.621495327,3.463519313,3.730909091,3.946721311,5.377622378,5.863636364,5.7,6.26056338,6.150684932,6.05982906,5.769607843
2,HS,II,1.599190283,3.216494845,3.503067485,4.07518797,4.504065041,5.025423729,5.439252336,5.288461538,5.446808511,5.45631068,5.150943396
2,HS,II,1.497737557,3.102167183,5.015350877,5.189944134,5.784375,5.777777778,5.520833333,5.106796117,5.12849162,4.993197279,4.484126984
2,HS,II,1.494791667,3.873754153,3.096774194,4.38028169,5.355263158,5.236111111,4.31372549,5.463235294,4.963963964,5.538461538,5.520547945
2,HS,II,1.629807692,3.721590909,4.252077562,4.304849885,5.08310992,5.65578635,5.222222222,5.568548387,5.183673469,4.853503185,3.401960784
2,HS,II,1.720379147,3.483483483,4.315068493,5.298804781,5.865217391,6.298701299,6.259574468,6.422764228,5.751243781,5.831683168,5.480263158
2,HS,II,1.593137255,3.647577093,4.18245614,4.848739496,4.839622642,5.181818182,5.351351351,5.023809524,4.974522293,4.820895522,4.743362832
2,HS,II,1.495049505,3.203187251,4.084249084,5.045643154,5.709251101,5.762790698,5.013071895,5.062068966,4.777777778,4.988235294,4.063492063
2,HS,II,1.54185022,4.217741935,3.907563025,4.675438596,4.566666667,5.162162162,4.076923077,4.461538462,3.944444444,4.692307692,4.857142857
2,HS,II,1.441340782,3.095744681,3.410628019,4.739130435,3.974025974,4,4.35483871,4.818181818,4.5625,4.416666667,4.384615385
2,HS,II,1.435233161,4.077702703,3.388297872,3.581395349,4.880829016,5.517241379,4.693548387,4.95,4.69047619,4.952380952,3.433962264
2,HS,II,1.606837607,3.096654275,3.944444444,4.608280255,6.222543353,6.415873016,6.325342466,5.863013699,5.502762431,5.205673759,5.077777778
2,HS,II,1.793269231,3.375661376,4.775,3.58490566,3.344262295,4.702702703,5.276315789,4.169811321,5.205882353,5.255319149,4.730769231
2,HS,II,1.666666667,3.545787546,4.605839416,4.17961165,4.31443299,4.486842105,4.7875,4.169811321,4.282352941,4.753623188,4.576923077
2,HS,II,1.520737327,3.367521368,3.810810811,4.071794872,3.72972973,3.433628319,3.613636364,3.409836066,3.464285714,2.966666667,1.5
2,HS,II,1.561403509,3.754639175,4.297101449,5.214953271,5.306122449,5.62992126,5.678004535,5.8062954,5.60704607,5.637119114,5.498452012
2,HS,II,1.581920904,3.514814815,4.318518519,4.661818182,4.91588785,5.430420712,5.136690647,5.082251082,5.171296296,5.071005917,5.492424242
2,HS,II,1.626213592,3.549079755,3.891774892,5.469907407,5.708229426,5.872521246,6.079646018,5.807570978,5.66984127,6.037162162,5.769516729
2,HS,III,1.575221239,4.263610315,4.851265823,4.881294964,5.296875,5.640449438,5.316091954,5.338129496,5.216216216,5.382113821,5.462809917
2,HS,III,1.600985222,3.551020408,3.895522388,4.225490196,4.942105263,3.96969697,4.333333333,3.666666667,3.04,2.948717949,3.151515152
2,HS,III,1.643478261,3.753894081,5.5,5.514388489,6.254098361,6.027777778,5.763736264,6.226190476,5.842465753,5.50625,5.793939394
2,HS,III,1.674757282,3.592198582,5.145320197,5.716112532,5.881136951,5.692307692,6.107142857,6.332335329,6.201986755,6.121527778,6.101398601
2,HS,III,1.587443946,3.580756014,4.843930636,5.588628763,5.848739496,5.35326087,5.488721805,5.603773585,5.693548387,5.42962963,5.561151079
2,HS,III,1.595,3.524590164,3.938650307,4.642857143,4.601156069,5.044117647,5.227722772,5.188405797,4.775510204,2.727272727,1.333333333
2,HS,III,1.556962025,3.330097087,4.525179856,5.068376068,4.958333333,4.590361446,3.95,3.391304348,5,4.222222222,5.130434783
2,HS,III,1.420765027,3.209486166,4.763313609,5.277777778,5.055762082,4.433526012,5.168478261,4.564885496,4.801526718,4.778846154,4.066666667
2,HS,III,1.691629956,3.720430108,3,4.098684211,4.176870748,4.391304348,4.21,3.672131148,2.592592593,4.111111111,3.1
2,HS,III,1.612068966,3.983606557,3.444444444,5.261410788,5.456140351,5.807017544,5.608040201,5.567567568,5.627586207,4.917355372,3.641791045
2,HS,III,1.479381443,3.849582173,4.256704981,5.537383178,5.788659794,6.132596685,6.300613497,6.185897436,6.817610063,6.715189873,6.488721805
2,HS,III,1.672489083,3.369565217,4.527868852,5.165048544,5.498220641,5.270676692,5.473451327,5.480952381,5.558974359,5.788888889,5.645833333
2,HS,III,1.487046632,3.088888889,4.112716763,5.472222222,5.095238095,5.373443983,5.01754386,4.087301587,4.287356322,4.783783784,4.181818182
2,HS,III,1.569892473,3.25625,5.369863014,5.317365269,5.50310559,5.470588235,5.496240602,5.060240964,4.831683168,4.767676768,3.68115942
2,HS,III,1.598253275,4.010548523,5.102766798,5.568181818,6.033419023,6.128205128,5.943396226,5.814070352,5.53526971,6.171806167,6.376623377
2,HS,III,1.55721393,2.726368159,4.157676349,4.468965517,3.960526316,2.5625,3,1.2,1,2,3.454545455
2,HS,III,1.520618557,2.416666667,3.894736842,3.68907563,4.407079646,5.483516484,5.295774648,4.633333333,4.028169014,4.666666667,4.31372549
2,HS,III,1.602620087,3.057268722,3.712871287,3.08,3.719626168,3.351351351,4.052631579,4.588235294,4.153846154,4.666666667,4.238095238
2,HS,III,1.373831776,3.235294118,4.571428571,5.259541985,5.244444444,5.175609756,5.350515464,5.106918239,5.029850746,4.907563025,4.362637363
2,HS,III,1.528888889,3.58739255,4.979768786,5.676363636,5.173333333,4.597765363,4.55,4.510204082,4.488372093,4.615384615,4.735294118
2,HS,III,1.533980583,4.553145336,5.514138817,5.808176101,5.839590444,5.470588235,6.544354839,6.3507109,5.578947368,6.1625,5.421052632
2,HS,III,1.430232558,3.66,4.717073171,4.616352201,5.2,5.168224299,5.704081633,5.615384615,4.423076923,3.68,3.846153846
2,HS,III,1.509259259,3.640138408,4.316666667,4.629343629,5.274418605,5.141891892,5.261261261,4.674157303,5.642105263,5.365853659,5.011235955
2,HS,III,1.589285714,2.754385965,3.8515625,4.574626866,5.542510121,5.157303371,5.737931034,5.909090909,5.229508197,4.941176471,4.977777778
2,HS,III,1.491803279,4.047619048,4.496753247,4.389140271,5.555555556,5.472636816,5.741573034,5.735483871,5.294964029,4.99122807,4.209876543
2,HS,III,1.520467836,3.649122807,4.48,4.449197861,4.733333333,5,5.306569343,5.469026549,5.086021505,4.4,4.0625
2,HS,III,1.472081218,3.197452229,4.348314607,4.860962567,5.35625,5.056603774,5.36123348,4.652173913,5.141791045,5.25,5.321428571
2,HS,III,1.517073171,3.320143885,4.840989399,5.782122905,5.797153025,5.90438247,5.58685446,5.642857143,5.538461538,5.65248227,5.210084034
2,HS,III,1.382352941,2.850574713,3.662337662,5.256756757,5.383419689,5.681818182,5.716666667,5.464052288,5.75,5.205128205,4.715909091
2,HS,III,1.528301887,2.912280702,3.905940594,4.969072165,5.261363636,5.120481928,5.228571429,5.544715447,5.376,4.926315789,4.953488372
2,HS,III,1.530054645,3.610294118,3.024193548,4.479338843,3.9,4.157894737,2.695652174,3.333333333,3,2.727272727,1.714285714
2,HS,III,1.591111111,3.033232628,4.88125,5.41025641,5.650943396,5.73255814,5.361538462,5.478991597,4.72,4.785714286,4.697916667
2,HS,III,1.47,3.093495935,4.414545455,4.31443299,5.148148148,4.673202614,4.4,4.287356322,3.969230769,4.470588235,3.846153846
2,HS,III,1.63963964,3.170278638,4.554272517,5.90430622,6.317848411,6.337349398,6.556962025,6.770440252,6.599369085,6.623824451,6.54964539
2,HS,III,1.495575221,3.15862069,4.1640625,5.166666667,4.13559322,4.87804878,4.283018868,3.707317073,3.4,2.888888889,1.6
2,HS,III,1.590697674,3.46969697,3.964125561,4.65,5.321678322,5.413043478,5.632,5.494845361,4.290322581,3.45,2.933333333
2,HS,III,1.567839196,3.195266272,2.950310559,4.581560284,5.064220183,5.574257426,5.809090909,6.114754098,5.61,5.043478261,5.58
2,HS,III,1.674897119,4.327067669,4.494545455,5.490566038,5.577617329,6.402985075,6.430379747,5.526627219,4.7,4.870967742,5.134615385
2,HS,III,1.529411765,4.024498886,4.869436202,5.241877256,5.616129032,5.737179487,5.795454545,5.553505535,5.75877193,5.773584906,5.685863874
2,HS,III,1.62371134,3.629166667,4.495207668,4.560897436,4.405128205,4.755434783,5.145251397,5.552083333,5.148648649,4.767241379,3.769230769
2,HS,III,1.534591195,2.968944099,3.401785714,3.745098039,4.202531646,3.909090909,4.857142857,4.655737705,5.016393443,4.581818182,4.536585366
2,HS,III,1.596,3.591145833,5.102739726,5.297124601,5.695364238,5.858778626,5.764925373,5.717171717,5.785714286,5.740963855,5.147727273
2,HS,III,1.642201835,4.008733624,4.209631728,4.64,5.483516484,5.285123967,5.637554585,5.398734177,5.430656934,5.1171875,5.619047619
2,LS,I,1.618181818,2.93877551,3.388888889,3.15942029,4.325301205,3.840707965,4.962264151,4.8,5.07826087,4.87394958,4.825688073
2,LS,I,1.530805687,3.15498155,4.187012987,4.875912409,4.844155844,5.133484163,5.906926407,6.254761905,6.30848329,6.087227414,6.342424242
2,LS,I,1.526066351,3.430769231,4.256578947,5.080495356,3.028225806,4.73,5.208695652,4.834146341,5.220512821,5.103658537,4.898148148
2,LS,I,1.715686275,3.270992366,3.848484848,3.912442396,3.236607143,4.325342466,5.653465347,6.436893204,6.457236842,6.3125,6.43812709
2,LS,I,1.506912442,3.659340659,3.074074074,3.57400722,4.291366906,5.543973941,5.75974026,5.96969697,5.352459016,5.594142259,5.995762712
2,LS,I,1.708333333,3.3125,4.270547945,3.461538462,3.793785311,4.595238095,5.646875,5.625407166,5.861842105,5.258964143,5.292792793
2,LS,I,1.595628415,3.761146497,4.237288136,4.126582278,3.977728285,5.684210526,6.475961538,6.542929293,6.559585492,6.908235294,6.877934272
2,LS,I,1.713592233,3.091666667,4.844720497,4.938461538,3.861111111,4.080645161,4.803571429,4.419354839,3.171428571,2.942307692,2
2,LS,I,1.525,3.828496042,3.921875,4.878338279,5.174224344,4.970588235,5.605341246,5.802013423,5.635036496,5.18957346,5.24742268
2,LS,I,1.575268817,3.691588785,4.101265823,4.451612903,3.51010101,5.409302326,6.019607843,5.856353591,5.857142857,5.809815951,5.458715596
2,LS,I,1.755760369,3.225308642,3.777327935,3.904494382,2.450704225,3.103448276,3.670588235,3.762886598,3.595238095,4.666666667,5.06
2,LS,I,1.523809524,3.551470588,3.098039216,3.069306931,3.277227723,5.436363636,5.431693989,5.445859873,5.591715976,5.355828221,5.587878788
2,LS,I,1.529680365,3.357142857,2.683823529,4.746666667,4.9,5.729230769,6.093567251,5.776556777,5.602620087,5.706382979,5.4375
2,LS,I,1.603773585,3.134751773,3.718309859,3.990740741,3.832167832,5.047169811,5.073446328,5.135802469,5.04379562,4.752475248,4.660714286
2,LS,I,1.657004831,3.601941748,3.278301887,4.09561753,2.542372881,5.119047619,4.603174603,4.14893617,4.088888889,4.35,3.904761905
2,LS,I,1.648648649,2.832599119,3.308080808,4.47983871,4.627240143,5.585760518,6.156739812,6.424028269,6.411111111,6.312757202,6.534188034
2,LS,I,1.568281938,3.584070796,3.316666667,3.873015873,3.18,5.452830189,4.863636364,5.095238095,4.95,4.666666667,4.444444444
2,LS,I,1.495283019,2.852272727,3.861471861,3.763636364,3.329411765,5.941176471,5.339622642,4.393939394,4.705882353,3.653846154,4.714285714
2,LS,I,1.598039216,3.047904192,3.255474453,3.775862069,2.906976744,3.730769231,2.36,4.258064516,4,3.8125,3.720930233
2,LS,I,1.532338308,2.957142857,3.73800738,3.712707182,4.244444444,4.867052023,5.087378641,5.413978495,5.316455696,5.065693431,5.205479452
2,LS,I,1.574879227,2.814285714,3.222222222,3.315789474,3.384615385,5.880434783,6.513994911,6.653206651,6.657216495,7.092198582,7.170960187
2,LS,I,1.543778802,2.73255814,3.333333333,2.922535211,3.193548387,2.653465347,3.615942029,4.753424658,5.23015873,5.507142857,5.353448276
2,LS,I,1.449494949,3.330708661,3.309236948,3.603960396,4.295964126,5.862222222,6.160714286,5.980821918,5.927492447,6.033707865,6.176678445
2,LS,I,1.445454545,2.826666667,3.044117647,3.851428571,3.592105263,4.767241379,3.775862069,5.115384615,4.5,4.090909091,3.5
2,LS,I,1.595918367,3.375838926,3.285714286,3,3.674418605,3.519480519,4.688172043,4.657894737,4.556701031,4.092307692,3.948717949
2,LS,I,1.453333333,3.114285714,3.477124183,3.620437956,4.603773585,5.683246073,5.342281879,5.378571429,5.130081301,4.90430622,3.986486486
2,LS,I,1.611336032,3.922141119,4.02661597,3.410994764,3.763265306,5.367112811,6.33203125,6.673387097,6.568627451,6.79950495,6.570224719
2,LS,I,1.575,4.006711409,4.44111349,4.31026253,4.522222222,5.063084112,5.833333333,5.601851852,5.926886792,6.161057692,6.233160622
2,LS,I,1.562790698,3.728613569,3.91152815,4.120481928,4.569892473,5.489451477,5.995824635,6.049528302,6.076372315,5.879551821,5.67844523
2,LS,I,1.559241706,3.797385621,3.564853556,3.3,2.540983607,2.222222222,2.857142857,3.166666667,3.444444444,2.571428571,1.666666667
2,LS,I,1.5625,3.493796526,3.848806366,3.732484076,2.736363636,3.893203883,4.344086022,5.340659341,4.642857143,3.557692308,4.555555556
2,LS,I,1.603864734,4.088105727,4.039772727,3.978891821,4.395348837,4.987068966,5.934306569,6.142105263,6.011173184,5.558823529,5.653679654
2,LS,I,1.5,3.857566766,3.828671329,3.383838384,3.256097561,5.656,5.844827586,5.483516484,5.163265306,5.026666667,4.5
2,LS,I,1.51754386,3.142857143,2.494845361,2.423076923,3.54887218,4.458333333,5.989690722,5.905882353,5.031847134,5.24822695,4.814814815
2,LS,I,1.720647773,2.658914729,3.77173913,3.639751553,3.692307692,4.5703125,4.892857143,5.18705036,5,5.048543689,5.097560976
2,LS,I,1.674418605,4.102088167,4.446640316,4.436708861,3.858666667,5.6,5.861788618,6.349710983,6.280487805,6.221843003,6.216326531
2,LS,I,1.466292135,4.495652174,3.282485876,3.151898734,5.047413793,6,6.137168142,6.556,6.503937008,6.534979424,6.475490196
2,LS,I,1.645631068,2.786259542,4.158415842,4.487922705,4.829457364,4.930769231,6.014705882,6.444444444,6.302547771,6.177474403,6.512048193
2,LS,I,1.566820276,3.105263158,4.0781893,3.51010101,4.523809524,5.152263374,6.712727273,6.276515152,6.49609375,6.561983471,6.5
2,LS,I,1.628318584,3.954861111,3.708474576,3.350769231,3.738351254,4.797833935,5.299180328,5.476851852,5.388392857,5.456043956,4.811594203
2,LS,I,1.446700508,3.225988701,3.133333333,3.1125,2.043478261,3.096774194,2.571428571,3.3,2.888888889,1.333333333,1
2,LS,I,1.526041667,3.294117647,2.884615385,4.055319149,3.672413793,5.133333333,5.585774059,5.875555556,5.5,5.466216216,5.495934959
2,LS,I,1.540669856,3.181818182,4.053140097,4.51119403,3.296703297,4.75,5.388646288,5.663829787,5.58411215,5.860869565,5.541284404
2,LS,I,1.488372093,3.951807229,4.119469027,4.955357143,4.116071429,5.584313725,5.897674419,6.343137255,6.165775401,6.275675676,6.173913043
2,LS,I,1.612244898,2.938356164,3.297142857,2.849056604,2.617647059,3.41,4.036363636,3.641509434,3.945945946,3.310344828,4.75862069
2,LS,I,1.715555556,3.936781609,4.155844156,3.897574124,4.138513514,4.683453237,4.8,4.666666667,5.17721519,5.190789474,5.009009009
2,LS,I,1.609649123,3.742358079,3.208333333,3.245398773,3.058333333,4.868852459,4.991525424,4.978494624,5.3125,5.107142857,5.485294118
2,LS,I,1.542986425,3.705882353,3.780172414,4.138996139,3.551470588,5.6,5.546153846,6.053719008,5.487394958,5.919117647,5.347826087
2,LS,II,1.599099099,3.59929078,3.803278689,4.493150685,5.56768559,5.094594595,5.083743842,4.709876543,5.157303371,5.029761905,4.855172414
2,LS,II,1.442622951,3.292237443,3.565656566,3.914414414,5.645348837,6.356164384,6.7,6.415841584,5.892857143,5.2,3.833333333
2,LS,II,1.409090909,3.811764706,4.029288703,4.159722222,4.178217822,4.705882353,4.462686567,3.520833333,3.081081081,3.266666667,3.297297297
2,LS,II,1.668224299,3.351535836,3.198237885,4.459183673,5.586387435,3.803738318,4.150537634,4.346153846,4.779661017,4.4,4.185185185
2,LS,II,1.5,3.949860724,4.129310345,3.970976253,4.67781155,4.860714286,4.168831169,4.387978142,3.364341085,3.54,2.956521739
2,LS,II,1.550925926,3.708661417,3.664,4.478658537,5.512280702,5.30472103,5.553299492,6.17989418,5.913793103,5.817610063,5.486842105
2,LS,II,1.47826087,3.307053942,3.561320755,4.453551913,4.872093023,4.518248175,4.734513274,4.405660377,4.98,4.73255814,3.876923077
2,LS,II,1.563380282,3.121019108,3.208029197,3.899641577,5.35021097,5.893203883,5.291044776,3.951219512,4,1,1
