"""Kernel""","""Salinity""","""Species""","""Day 0""","""Day 1""","""Day 2""","""Day 3""","""Day 4""","""Day 5""","""Day 6""","""Day 7""","""Day 8""","""Day 9""","""Day 10"""
2,HS,II,2.326086957,2.739130435,2.432432432,2.535714286,2.95959596,3.641025641,3.204819277,3.515625,3.029411765,3.166666667,3.02173913
2,HS,II,2.283687943,2.073394495,1.945945946,2.293233083,2.212121212,2.28125,2.54,2.333333333,2.441860465,2.803921569,2.75
2,HS,II,2.260714286,2.077586207,2.085365854,2.327586207,2.946808511,3.382022472,3.726190476,3.37704918,3.224489796,3.176470588,4.611111111
2,HS,II,2.356060606,2.042105263,2.195945946,2.564705882,2.907801418,2.654867257,3.076923077,3.161290323,2.9,2.75,4.25
2,HS,II,2.302631579,1.847826087,1.857142857,2.56,2.448275862,2.729166667,2.425,2.848484848,3.024390244,3.459459459,3.347826087
2,HS,II,2.303571429,2.25625,2.887931034,2.902654867,2.670454545,2.979166667,3.127272727,2.98,2.921052632,3.131578947,2.666666667
2,HS,II,2.393103448,1.987341772,2.462121212,2.096296296,2.54491018,2.9,2.927536232,2.765517241,2.648,2.480519481,2.597222222
2,HS,II,2.42804428,2.478494624,2,2.525547445,2.648648649,2.748251748,2.788321168,3.184210526,3.7125,3.762711864,3.693877551
2,HS,II,2.173144876,2.033783784,2.050505051,2.557894737,2.37755102,2.910714286,2.708737864,2.637362637,2.428571429,2.492063492,2.843137255
2,HS,II,2.24822695,2.472440945,2.521428571,3.089473684,2.944444444,2.842767296,3.154411765,3.096491228,2.971962617,3.052083333,2.853932584
2,HS,II,2.259868421,2.266304348,2.716129032,3.115942029,3.19858156,3.094059406,3.268965517,2.915384615,2.788235294,2.510869565,2.488888889
2,HS,II,2.196911197,2.040268456,2.047619048,2.838383838,2.785714286,3.416666667,3.947368421,5.025,5.3,5.857142857,3.333333333
2,HS,II,2.269360269,2.590038314,2.24137931,2.744897959,2.560240964,2.7,2.543307087,2.87254902,3.164556962,2.390625,2.547169811
2,HS,II,2.341549296,2.274725275,2.488549618,2.436548223,2.747524752,2.575342466,2.911764706,3.4,3.333333333,2.794871795,3.28
2,HS,II,2.203846154,2.297709924,2.263157895,2.455696203,2.456790123,2.009174312,2.428571429,2.369230769,2.472727273,2.689655172,3.111111111
2,HS,II,2.344202899,2.353909465,2.183333333,2.772277228,2.64640884,2.900584795,3.045801527,3.235849057,3.317647059,3.475,3.208955224
2,HS,II,2.383458647,2.253012048,2.535714286,2.314049587,2.397058824,2.65942029,2.68852459,2.96460177,2.68627451,2.788732394,2.857142857
2,HS,II,2.351724138,2.263157895,2.580645161,2.481927711,2.835616438,3.470588235,4.384615385,4.023255814,4.666666667,4.961538462,4.052631579
2,HS,II,2.207885305,2.902439024,2.853932584,3.114035088,3.019230769,3.177966102,3.534883721,3.689189189,3.746031746,3.584615385,3.481481481
2,HS,II,2.193220339,1.892857143,2.423423423,2.13986014,2.48,2.754601227,2.543046358,2.429530201,2.620437956,2.596638655,2.644067797
2,HS,II,2.424028269,2.110429448,2.431034483,2.2039801,3.113924051,3.308333333,3.694444444,3.22,3.454545455,3.828571429,4.678571429
2,HS,II,2.29122807,2.538860104,2.585585586,2.861111111,3.1875,3.218390805,2.629213483,2.6125,2.6,2.581081081,3
2,HS,II,2.196202532,2.350877193,2.104046243,2.43373494,2.741258741,2.938650307,3.047244094,3.064220183,2.927083333,2.555555556,2.35443038
2,HS,II,2.268115942,2.130081301,2.535714286,2.936708861,3.212121212,3.602941176,3.911111111,3.486486486,2.952380952,2.095238095,2.551724138
2,HS,II,2.270072993,2.253731343,2.923076923,3.270491803,2.986013986,3.227272727,2.863636364,2.808917197,2.8125,2.841269841,2.787610619
2,HS,II,2.079113924,1.951923077,2.882352941,3.180722892,2.975903614,3.216666667,3.46031746,3.316666667,3.274509804,2.74,2.8
2,HS,II,2.334482759,2.43537415,2.504065041,2.362318841,2.716216216,2.966480447,2.777777778,3.078014184,3.07079646,2.764150943,2.894736842
2,HS,II,2.203448276,2.035294118,2.260416667,2.301526718,2.317073171,2.639344262,2.785310734,3.118055556,3.376811594,3.243697479,3.913043478
2,HS,II,2.351449275,2.139784946,2.204545455,2.362068966,2.666666667,2.318681319,2.311827957,2.157303371,1.871794872,1.863013699,1.603773585
2,HS,II,2.503731343,2.391304348,2.246268657,2.5703125,2.559440559,2.598726115,2.435897436,2.558139535,2.867924528,2.905263158,2.828571429
2,HS,II,2.450511945,2.479338843,2.403669725,2.603053435,2.930232558,3.237037037,3.035714286,3.349593496,2.965116279,3.357142857,3.82
2,HS,II,2.309803922,2.607692308,2.227722772,2.083333333,2.410714286,2.416666667,2.789473684,2.076923077,2.181818182,2.875,2.5
2,HS,II,2.337209302,1.99375,2.23255814,2.422413793,2.472222222,2.578512397,2.988372093,3.186666667,3.237288136,3.327272727,3.791666667
2,HS,II,2.244067797,2.072847682,2.276923077,2.356521739,2.053571429,2.15862069,2.462121212,2.553846154,2.672897196,2.91025641,3.385964912
2,HS,II,2.28113879,1.730337079,2.616666667,2.444444444,2.451612903,2.816326531,2.510638298,2.463414634,2.279069767,2.355555556,2.596491228
2,HS,II,2.231939163,2.384615385,2.213592233,2.436363636,2.973913043,3.696428571,3.547008547,3.589041096,3.824561404,3.595744681,3.928571429
2,HS,II,2.24738676,2.485294118,2.792207792,3.277108434,2.784,3.514018692,3.816091954,4.049180328,3.574074074,4.517241379,6.363636364
2,HS,II,2.312080537,2.039130435,2.29218107,2.474320242,2.276666667,2.625396825,2.638297872,2.612781955,2.739130435,2.594827586,2.693693694
2,HS,II,2.351851852,2.408805031,2.632911392,2.945355191,2.772727273,2.723214286,2.857777778,3.026845638,3.125,3.386792453,2.795180723
2,HS,II,2.258865248,2.34562212,2.41,2.897297297,2.879746835,2.9,2.797385621,2.496350365,2.583333333,2.616666667,2.473214286
2,HS,III,2.389655172,2.256410256,2.366013072,2.308510638,2.949494949,3.122807018,3.36,3.404255319,3.142857143,3.432835821,3.253731343
2,HS,III,2.310714286,2.219858156,2.588235294,2.59602649,2.920245399,3.74691358,3.920792079,4.337349398,4.509433962,4.558139535,4.588235294
2,HS,III,2.391752577,2.197368421,2.52739726,2.32967033,2.4875,2.904761905,2.701492537,2.309090909,2.865384615,2.836065574,2.333333333
2,HS,III,2.231046931,1.754545455,2.130434783,2.460732984,2.395604396,2.828767123,2.74829932,2.462809917,2.614035088,2.017857143,2.634615385
2,HS,III,2.404255319,2.060606061,2.028571429,1.965811966,2.76,2.834862385,2.779411765,2.526315789,2.301886792,2.288461538,2.454545455
2,HS,III,2.384615385,2.129032258,2.583333333,2.725490196,2.6640625,2.681818182,2.948717949,3.018867925,2.674418605,3.705882353,5
2,HS,III,2.36026936,2.056603774,1.638888889,2.411764706,2.744680851,2.896551724,4.621621622,4.944444444,8,4.833333333,2.75
2,HS,III,2.392307692,2.393063584,2.523148148,2.540540541,2.298013245,3.058394161,2.992248062,3.350877193,3.17,3.414285714,2.742424242
2,HS,III,2.332155477,2.272,2.990566038,2.861386139,3,3.759615385,3.365853659,3.666666667,3.857142857,3.368421053,3.333333333
2,HS,III,2.19205298,2.245454545,2.008,2.721518987,2.731884058,3.025,3.051282051,3.163265306,2.897058824,2.802469136,3.152542373
2,HS,III,2.327067669,2.046052632,2.246376812,2.861788618,2.71875,2.760869565,2.867647059,2.622641509,2.170212766,2.289473684,2.975
2,HS,III,2.255319149,2.336206897,2.105633803,2.784810127,3.005,2.969230769,2.932926829,2.897959184,2.724637681,2.836065574,2.731958763
2,HS,III,2.327205882,2.369426752,2.213333333,2.126262626,2.563157895,2.805882353,2.912698413,3.3,3.296875,3.222222222,3.333333333
2,HS,III,2.227799228,2.324561404,2.44,2.41025641,2.365853659,2.988888889,2.897058824,2.78,2.634920635,2.692307692,2.818181818
2,HS,III,2.413114754,1.995951417,2.071428571,2.09039548,2.505208333,2.414473684,2.564285714,2.365217391,2.112,2.135135135,1.890243902
2,HS,III,2.204545455,2.229007634,2.216216216,2.178571429,2.818181818,3.35,4.375,4.666666667,7,3.25,1.75
2,HS,III,2.298113208,1.666666667,2.054054054,2.185714286,1.871794872,3.019607843,2.88372093,2.652173913,3.032258065,2.933333333,2.206896552
2,HS,III,2.219178082,2.711442786,2.577464789,3.346774194,3.411111111,3.883116883,3.517857143,3.41509434,3.82,3.461538462,3.731707317
2,HS,III,2.185873606,2.115702479,2.29281768,2.561728395,3.038167939,2.766423358,2.931506849,3.335820896,3.297297297,3.106796117,3.795180723
2,HS,III,2.22147651,1.959064327,2.070175439,2.333333333,2.565789474,2.633587786,3.090163934,3.108433735,3,2.942028986,2.826923077
2,HS,III,2.317164179,2.108374384,2.166666667,2.307228916,2.172932331,2.462264151,2.12173913,2.197674419,2.403225806,2.569444444,3.229166667
2,HS,III,2.333333333,2.244274809,2.137254902,2.518867925,2.572580645,2.670454545,2.657894737,2.666666667,3.479166667,3.222222222,3.730769231
2,HS,III,2.283154122,2.340206186,2.347368421,2.062893082,2.300970874,2.989361702,2.97826087,2.8,2.84375,2.340909091,2.630434783
2,HS,III,2.321070234,2.16,2.389705882,2.342465753,2.63190184,2.831858407,3.010752688,2.697368421,2.611764706,2.652631579,2.853658537
2,HS,III,2.323076923,2.344086022,2.257918552,2.748201439,2.463687151,2.770186335,2.643835616,2.789915966,2.735042735,2.936842105,2.727272727
2,HS,III,2.33463035,2.572413793,2.12195122,2.664233577,2.546218487,3.016528926,3.091743119,2.946236559,2.74025974,2.975609756,3.085714286
2,HS,III,2.256410256,2.032608696,1.943005181,2.579908676,2.598984772,2.689473684,2.986666667,2.956896552,2.543478261,3.013157895,2.96875
2,HS,III,2.270547945,1.977099237,2.220689655,2.157068063,2.502824859,3.115646259,3.345864662,2.969230769,3.160377358,2.876404494,3.337078652
2,HS,III,2.411320755,2.49122807,2.679012346,2.91503268,2.521008403,2.807142857,3.007874016,2.826086957,2.636363636,3.035294118,3.05952381
2,HS,III,2.275261324,2.752475248,2.465648855,2.6,2.669172932,2.82962963,2.509433962,2.755102041,2.825242718,2.65,2.723684211
2,HS,III,2.326848249,2.027027027,2.690140845,2.785046729,2.633333333,3.211538462,4.541666667,4.166666667,4.882352941,4.090909091,5.625
2,HS,III,2.310897436,2.113772455,2.102040816,2.196202532,2.525252525,2.535087719,2.860215054,2.833333333,3.366197183,3.094594595,2.794520548
2,HS,III,2.467128028,2.12987013,2.246835443,2.713178295,2.615942029,3.346153846,3.309090909,3.583333333,3.661290323,3.975609756,3.655172414
2,HS,III,2.410169492,2.087301587,2.096,2.411764706,2.546153846,2.247933884,2.271929825,2.008264463,2.223300971,2.064516129,2.063157895
2,HS,III,2.286206897,2.413793103,2,2.921568627,1.6,1.963636364,2.692307692,3.69047619,3.769230769,4.9,5
2,HS,III,2.336842105,2.189873418,2.096,2.504950495,2.530864198,2.886597938,2.852272727,3.013888889,3.1,4.476190476,4.566666667
2,HS,III,2.346863469,2.323232323,2.045454545,2.770114943,2.654545455,3.093023256,3.068181818,2.795454545,3.114285714,2.846153846,2.19047619
2,HS,III,2.198675497,1.78,2.01754386,2.428571429,2.74,2.844827586,2.571428571,2.705882353,2.905660377,2.75,2.753246753
2,HS,III,2.285714286,2.437125749,2.298076923,2.283870968,2.605882353,3.106796117,2.81042654,2.607526882,2.786163522,2.620437956,2.633333333
2,HS,III,2.322580645,2.421052632,2.375,2.567839196,2.721518987,2.967532468,2.661971831,2.478571429,2.398058252,2.711111111,2.768292683
2,HS,III,2.40077821,2.258992806,2.908163265,3.641304348,3.283783784,3.46031746,3.661290323,3.894736842,3.642857143,3.8,3.918918919
2,HS,III,2.207667732,2.254545455,2.253012048,2.711538462,2.826315789,2.897435897,2.936046512,2.947368421,2.754901961,3.034482759,2.878787879
2,HS,III,2.185053381,2.307407407,2.316582915,2.90797546,2.75,2.80952381,3.089430894,3.193181818,2.968085106,2.862068966,3.376811594
2,LS,I,2.340501792,2.110169492,2.171875,2.333333333,2.428571429,2.947368421,2.7,2.75,2.746268657,2.774647887,2.917808219
2,LS,I,2.293103448,2.028571429,2,2.892857143,1.333333333,3,2.424242424,2.222222222,2.183673469,2.051282051,1.933333333
2,LS,I,2.287197232,2.13592233,2.323308271,2.87,3.35483871,2.926829268,2.906976744,2.766666667,2.789473684,2.509433962,2.712328767
2,LS,I,2.239700375,1.882352941,1.992125984,2.836065574,3.04,2.606060606,2.232323232,2.263736264,2.447368421,2.202702703,2.1875
2,LS,I,2.399293286,2.476377953,2.433823529,2.939189189,2.863013699,2.681318681,2.556149733,2.35862069,2.671755725,2.6,2.385964912
2,LS,I,2.337748344,2.557788945,2.352941176,2.716216216,2.90625,2.780701754,2.627586207,2.92481203,2.621428571,2.581395349,2.81981982
2,LS,I,2.21686747,2.177142857,2.192982456,2.708860759,3.047619048,2.519607843,2.609090909,2.306818182,1.847826087,1.205128205,1.315789474
2,LS,I,2.348275862,2.386861314,2.521126761,2.775862069,3.769230769,3.450704225,3.439393939,2.96875,3.075471698,4.098039216,4.615384615
2,LS,I,2.177777778,2.023952096,2.369230769,2.514925373,2.77124183,2.773504274,2.827777778,2.722222222,2.859756098,2.669172932,2.700854701
2,LS,I,2.335820896,2.36,1.705882353,2.019607843,2.647058824,2.754098361,2.931506849,2.68115942,2.757142857,2.116666667,2.459459459
2,LS,I,2.270833333,2.560869565,2.706521739,3.891891892,4.444444444,3.353846154,3.328767123,3.25974026,2.803278689,3.014925373,2.677419355
2,LS,I,2.520325203,2.390909091,2.584269663,2.756097561,2.853658537,2.808988764,2.823529412,3.209876543,2.865168539,2.5875,2.888888889
2,LS,I,2.138888889,2.172619048,1.907407407,2.7,2.626865672,2.484848485,2.528846154,2.353535354,2.505494505,2.432098765,2.441176471
2,LS,I,2.196491228,2.281818182,2.218390805,2.602941176,3.352941176,2.962962963,2.905263158,2.858823529,2.922222222,2.915254237,3.023809524
2,LS,I,2.099630996,2.521428571,1.969387755,1.744680851,3.25,2.512820513,2.945945946,2.806451613,3.205882353,2.9,2.954545455
2,LS,I,2.245033113,2.391304348,2.584070796,2.779816514,2.892473118,2.673469388,2.88172043,2.806818182,2.647619048,2.641975309,2.550724638
2,LS,I,2.288256228,2.643410853,2.326923077,2.590163934,3.076923077,2.620689655,2.580645161,2.346153846,2.125,2.555555556,2.4375
2,LS,I,2.209923664,2.556818182,2.696969697,3.035087719,3.289473684,4,4.346153846,3.25,3.238095238,2.689655172,2.948717949
2,LS,I,2.326996198,2.382113821,2.26618705,2.744444444,3.2,3.453333333,3.131868132,3.084337349,3.042857143,3.237288136,2.971830986
2,LS,I,2.354385965,2.430107527,2.28125,3.016949153,3.526315789,3.018518519,2.46969697,2.318181818,2.777777778,2.375,2.125
2,LS,I,2.256756757,2.563218391,1.764044944,2.786666667,3.224137931,3.578947368,3.494736842,2.761904762,2.197368421,2.197530864,1.796296296
2,LS,I,2.448028674,1.768421053,1.922222222,2.825,2.965909091,2.865079365,2.748091603,2.695945946,2.465517241,2.5375,2.515151515
2,LS,I,2.338607595,2.2,1.806451613,2.8125,3.666666667,3,3.111111111,2.757142857,2.901639344,2.88,2.903225806
2,LS,I,2.414634146,1.9375,2.548780488,2.588235294,2.430232558,2.716129032,2.944444444,2.848920863,3,2.56779661,2.77173913
2,LS,I,2.176282051,2.448484848,2.173160173,2.190839695,2.201754386,2.701612903,2.364285714,2.269230769,1.855072464,2,1.969230769
2,LS,I,2.429078014,2.446153846,2.587044534,2.664516129,2.773333333,2.961325967,2.562189055,2.46,2.533678756,2.151685393,2.4140625
2,LS,I,2.385964912,2.32,2.614634146,2.731428571,2.923076923,2.734567901,2.683673469,2.642857143,2.579268293,2.607407407,2.583941606
2,LS,I,2.245614035,2.354330709,2.543859649,3.178571429,3,3.933333333,3.714285714,4.384615385,4.916666667,5.75,4.25
2,LS,I,2.217228464,1.929078014,2.034782609,2.336065574,2.983050847,2.094339623,3.0625,3.5,3.34375,4.136363636,2.810810811
2,LS,I,2.256227758,2.296,2.131944444,2.970873786,2.965517241,2.723880597,2.730496454,2.985294118,2.842519685,2.731958763,2.963636364
2,LS,I,2.304659498,2.251655629,2.264,2.833333333,4.317073171,3.34,3.18,3.428571429,3.979591837,4.567567568,4.0625
2,LS,I,2.294520548,2.466666667,3.214285714,1,2.555555556,2.946428571,2.597402597,2.782051282,2.904109589,2.75,2.810126582
2,LS,I,2.275167785,2.115942029,1.705882353,2.252747253,2.983050847,2.757575758,2.75,2.88172043,2.773809524,3.046875,3.512195122
2,LS,I,2.242320819,2.050632911,2.196787149,2.4,2.382608696,2.722826087,2.809248555,2.896296296,2.682539683,2.747252747,2.614285714
2,LS,I,2.354716981,2.228187919,2.741935484,3.355555556,3.260869565,3.523809524,3.115384615,3.273972603,3.111111111,2.767123288,2.940298507
2,LS,I,2.4,2.108695652,2.717391304,2.823529412,4.833333333,2.681818182,2.775510204,2.616666667,2.742424242,2.384615385,2.612244898
2,LS,I,2.25,1.74,2.428571429,2.729166667,4,2.696428571,2.320512821,2.481481481,2.397590361,2.373134328,1.888888889
2,LS,I,2.144876325,2.15483871,2.196078431,2.47,2.946808511,2.765625,2.612068966,2.701754386,2.62037037,2.791044776,2.861538462
2,LS,I,2.316793893,2.613402062,2.62745098,2.626865672,3.217948718,2.850393701,2.622807018,2.560747664,2.457831325,2.946666667,2.476190476
2,LS,I,2.445255474,2.316176471,2.144230769,2.326530612,2.095238095,2.32173913,2.619469027,2.941176471,2.747252747,2.373626374,2.393258427
2,LS,I,2.327702703,2.1015625,2.809160305,2.654545455,3.011627907,2.672268908,2.935897436,3.051948052,2.84057971,2.904109589,3.2
2,LS,I,2.316176471,2.5,2.547619048,3.344827586,3.6,2.894736842,3.302325581,2.45,2.965517241,2.086956522,2.368421053
2,LS,I,2.423487544,1.961352657,2.576923077,2.52247191,2.805369128,2.746987952,2.76744186,2.76984127,2.386792453,2.154639175,1.863636364
2,LS,I,2.334459459,2.154320988,2.314606742,2.67826087,3.554054054,2.8625,3.034482759,3.327868852,3.120689655,2.462962963,2.333333333
2,LS,I,2.327526132,2.422413793,2.176870748,2.072727273,2.74137931,2.603053435,2.526666667,2.206185567,2.084337349,2.294117647,2.782178218
2,LS,II,2.329824561,1.962264151,2.180722892,2.51,2.829787234,2.925925926,3.007518797,3.180327869,3.123966942,3.214876033,2.574074074
2,LS,II,2.357142857,1.93495935,1.965116279,1.927083333,1.512195122,1.4375,2.088235294,2.588235294,2.735294118,3.347826087,4
2,LS,II,2.36900369,1.869565217,2.169491525,2.135802469,2.051724138,3.1625,3.619047619,4.204081633,4.289473684,3.794117647,3.583333333
2,LS,II,2.223880597,2.03125,2.123076923,2.257731959,2.011111111,3.010752688,3.733333333,3.68,3.274509804,3.051282051,3.56
2,LS,II,2.384615385,2.248908297,2.276119403,2.655,2.767123288,3.025974026,3.443298969,3.537931034,3.759259259,3.870967742,4.606060606
2,LS,II,2.386524823,2.091549296,2.646616541,2.662650602,2.834319527,2.949275362,3.01,2.487804878,2.76744186,2.394366197,2.506849315
2,LS,II,2.446153846,1.920863309,2.796610169,2.990566038,2.756521739,3.471153846,3.118811881,3.40776699,3.25,3.158536585,3.35483871
2,LS,II,2.257246377,2.357142857,2.390070922,2.846153846,2.335877863,2.741071429,2.699115044,3.032258065,3.45,6,7
2,LS,II,2.549450549,2.188172043,2.884297521,2.412087912,2.886075949,3.02484472,2.777777778,2.579439252,2.41509434,2.361111111,1.830188679
2,LS,II,2.248995984,2.384615385,2.131736527,2.477987421,2.553571429,2.911894273,2.9,2.784722222,2.965034965,2.914529915,2.783505155
2,LS,II,2.416356877,1.991869919,2.5375,2.596774194,2.279661017,2.87394958,3.010638298,3.42,3.48,3.84,4.666666667
2,LS,II,2.465454545,2.643902439,2.652694611,3.134920635,3.1015625,3.037735849,3.228187919,3.278911565,2.704545455,3.172727273,3.21978022
2,LS,II,2.367424242,2.258064516,2.121428571,2.312138728,2.25862069,2.425287356,2.448051948,2.44,2.52739726,2.37962963,2.504504505
